Despacho,OV,NombreProducto,FechaCorte,Parte,Descripción,Despacho Cantidad en Unidades,Despacho Unidad de Medida Unidades,Proyecto,Precio Unitario,V. VTA,Guia de Remisión,Fecha Despacho,Comentario por Linea,Tipo Embarque,NombreArchivo,Cuentas,Paquetes,Courier,OT
99763,376589,RECIBO ENSOBRADO A5 MOVIL,19/12/2019,60404430000003,RECIBO ENSOBRADO A5 MOVIL,8,UND,C000000048,0,0,005-0751492,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 19.12.2019 - MOVIL
 Comentarios - 1 : NR_C1219_MGM_LIMA_AFP_RESTANTES_TOTAL_3.afp - 3
  2 : NR_C1219_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 19/12/2019",5,1 : NR_C1219_MGM_LIMA_AFP_RESTANTES_TOTAL_3.afp - 3 / 2 : NR_C1219_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,8,2,COURIER S.MARTIN DE PORRES S.A,239663
99763,376589,RECIBO ENSOBRADO A5 MOVIL,19/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,22,UND,C000000048,0.0247,0.5434,005-0751492,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 19.12.2019 - MOVIL
 Comentarios - 1 : NR_C1219_MGM_LIMA_AFP_RESTANTES_TOTAL_3.afp - 3
  2 : NR_C1219_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 19/12/2019",5,1 : NR_C1219_MGM_LIMA_AFP_RESTANTES_TOTAL_3.afp - 3 / 2 : NR_C1219_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,8,2,COURIER S.MARTIN DE PORRES S.A,239663
99763,376589,RECIBO ENSOBRADO A5 MOVIL,19/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,8,UND,C000000048,0.08265,0.6612,005-0751492,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 19.12.2019 - MOVIL
 Comentarios - 1 : NR_C1219_MGM_LIMA_AFP_RESTANTES_TOTAL_3.afp - 3
  2 : NR_C1219_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 19/12/2019",5,1 : NR_C1219_MGM_LIMA_AFP_RESTANTES_TOTAL_3.afp - 3 / 2 : NR_C1219_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,8,2,COURIER S.MARTIN DE PORRES S.A,239663
99763,376589,RECIBO ENSOBRADO A5 MOVIL,19/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,44,UND,C000000048,0.0175,0.77,005-0751492,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 19.12.2019 - MOVIL
 Comentarios - 1 : NR_C1219_MGM_LIMA_AFP_RESTANTES_TOTAL_3.afp - 3
  2 : NR_C1219_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 19/12/2019",5,1 : NR_C1219_MGM_LIMA_AFP_RESTANTES_TOTAL_3.afp - 3 / 2 : NR_C1219_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,8,2,COURIER S.MARTIN DE PORRES S.A,239663
99763,376589,RECIBO ENSOBRADO A5 MOVIL,19/12/2019,120404410000002,SERV. TRANSPROMO,8,UND,C000000048,0.0204,0.1632,005-0751492,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 19.12.2019 - MOVIL
 Comentarios - 1 : NR_C1219_MGM_LIMA_AFP_RESTANTES_TOTAL_3.afp - 3
  2 : NR_C1219_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 19/12/2019",5,1 : NR_C1219_MGM_LIMA_AFP_RESTANTES_TOTAL_3.afp - 3 / 2 : NR_C1219_MGM_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,8,2,COURIER S.MARTIN DE PORRES S.A,239663
99764,376591,RECIBO ENSOBRADO A5 FIJA,19/12/2019,60404430000018,RECIBO ENSOBRADO A5 FIJA,8,UND,C000000048,0,0,005-0751493,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 19.12.2019 - FIJA
 Comentarios - 1 : NR_C1219_MGF_LIMA_AFP_RESTANTES_TOTAL_7.afp - 7
  2 : NR_C1219_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 19/12/2019",5,1 : NR_C1219_MGF_LIMA_AFP_RESTANTES_TOTAL_7.afp - 7 / 2 : NR_C1219_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1,8,2,COURIER S.MARTIN DE PORRES S.A,239666
99764,376591,RECIBO ENSOBRADO A5 FIJA,19/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,16,UND,C000000048,0.0247,0.3952,005-0751493,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 19.12.2019 - FIJA
 Comentarios - 1 : NR_C1219_MGF_LIMA_AFP_RESTANTES_TOTAL_7.afp - 7
  2 : NR_C1219_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 19/12/2019",5,1 : NR_C1219_MGF_LIMA_AFP_RESTANTES_TOTAL_7.afp - 7 / 2 : NR_C1219_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1,8,2,COURIER S.MARTIN DE PORRES S.A,239666
99764,376591,RECIBO ENSOBRADO A5 FIJA,19/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,8,UND,C000000048,0.08265,0.6612,005-0751493,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 19.12.2019 - FIJA
 Comentarios - 1 : NR_C1219_MGF_LIMA_AFP_RESTANTES_TOTAL_7.afp - 7
  2 : NR_C1219_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 19/12/2019",5,1 : NR_C1219_MGF_LIMA_AFP_RESTANTES_TOTAL_7.afp - 7 / 2 : NR_C1219_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1,8,2,COURIER S.MARTIN DE PORRES S.A,239666
99764,376591,RECIBO ENSOBRADO A5 FIJA,19/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,32,UND,C000000048,0.0175,0.56,005-0751493,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 19.12.2019 - FIJA
 Comentarios - 1 : NR_C1219_MGF_LIMA_AFP_RESTANTES_TOTAL_7.afp - 7
  2 : NR_C1219_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 19/12/2019",5,1 : NR_C1219_MGF_LIMA_AFP_RESTANTES_TOTAL_7.afp - 7 / 2 : NR_C1219_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1,8,2,COURIER S.MARTIN DE PORRES S.A,239666
99764,376591,RECIBO ENSOBRADO A5 FIJA,19/12/2019,120404410000002,SERV. TRANSPROMO,8,UND,C000000048,0.0204,0.1632,005-0751493,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 19.12.2019 - FIJA
 Comentarios - 1 : NR_C1219_MGF_LIMA_AFP_RESTANTES_TOTAL_7.afp - 7
  2 : NR_C1219_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 19/12/2019",5,1 : NR_C1219_MGF_LIMA_AFP_RESTANTES_TOTAL_7.afp - 7 / 2 : NR_C1219_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1,8,2,COURIER S.MARTIN DE PORRES S.A,239666
99734,376602,RECIBO ENSOBRADO A5 MOVIL,20/12/2019,60404430000003,RECIBO ENSOBRADO A5 MOVIL,38,UND,C000000048,0,0,005-0751464,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - MOVIL
 Comentarios - 1 : NR_C1220_MGM_LIMA_AFP_RESTANTES_TOTAL_28.afp - 28
  2 : NR_C1220_MGM_PROV_AFP_RESTANTES_TOTAL_10.afp - 10
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGM_LIMA_AFP_RESTANTES_TOTAL_28.afp - 28 / 2 : NR_C1220_MGM_PROV_AFP_RESTANTES_TOTAL_10.afp - 10,38,2,URBANO EXPRESS PERU SA,241759
99734,376602,RECIBO ENSOBRADO A5 MOVIL,20/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,274,UND,C000000048,0.0247,6.7678,005-0751464,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - MOVIL
 Comentarios - 1 : NR_C1220_MGM_LIMA_AFP_RESTANTES_TOTAL_28.afp - 28
  2 : NR_C1220_MGM_PROV_AFP_RESTANTES_TOTAL_10.afp - 10
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGM_LIMA_AFP_RESTANTES_TOTAL_28.afp - 28 / 2 : NR_C1220_MGM_PROV_AFP_RESTANTES_TOTAL_10.afp - 10,38,2,URBANO EXPRESS PERU SA,241759
99734,376602,RECIBO ENSOBRADO A5 MOVIL,20/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,38,UND,C000000048,0.08265,3.1407,005-0751464,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - MOVIL
 Comentarios - 1 : NR_C1220_MGM_LIMA_AFP_RESTANTES_TOTAL_28.afp - 28
  2 : NR_C1220_MGM_PROV_AFP_RESTANTES_TOTAL_10.afp - 10
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGM_LIMA_AFP_RESTANTES_TOTAL_28.afp - 28 / 2 : NR_C1220_MGM_PROV_AFP_RESTANTES_TOTAL_10.afp - 10,38,2,URBANO EXPRESS PERU SA,241759
99734,376602,RECIBO ENSOBRADO A5 MOVIL,20/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,548,UND,C000000048,0.0175,9.59,005-0751464,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - MOVIL
 Comentarios - 1 : NR_C1220_MGM_LIMA_AFP_RESTANTES_TOTAL_28.afp - 28
  2 : NR_C1220_MGM_PROV_AFP_RESTANTES_TOTAL_10.afp - 10
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGM_LIMA_AFP_RESTANTES_TOTAL_28.afp - 28 / 2 : NR_C1220_MGM_PROV_AFP_RESTANTES_TOTAL_10.afp - 10,38,2,URBANO EXPRESS PERU SA,241759
99734,376602,RECIBO ENSOBRADO A5 MOVIL,20/12/2019,120404410000002,SERV. TRANSPROMO,38,UND,C000000048,0.0204,0.7752,005-0751464,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - MOVIL
 Comentarios - 1 : NR_C1220_MGM_LIMA_AFP_RESTANTES_TOTAL_28.afp - 28
  2 : NR_C1220_MGM_PROV_AFP_RESTANTES_TOTAL_10.afp - 10
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGM_LIMA_AFP_RESTANTES_TOTAL_28.afp - 28 / 2 : NR_C1220_MGM_PROV_AFP_RESTANTES_TOTAL_10.afp - 10,38,2,URBANO EXPRESS PERU SA,241759
99735,376604,RECIBO ENSOBRADO A5 FIJA,20/12/2019,60404430000018,RECIBO ENSOBRADO A5 FIJA,18,UND,C000000048,0,0,005-0751465,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - FIJA
 Comentarios - 1 : NR_C1220_MGF_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13
  2 : NR_C1220_MGF_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGF_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13 / 2 : NR_C1220_MGF_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,18,2,URBANO EXPRESS PERU SA,241762
99735,376604,RECIBO ENSOBRADO A5 FIJA,20/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,36,UND,C000000048,0.0247,0.8892,005-0751465,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - FIJA
 Comentarios - 1 : NR_C1220_MGF_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13
  2 : NR_C1220_MGF_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGF_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13 / 2 : NR_C1220_MGF_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,18,2,URBANO EXPRESS PERU SA,241762
99735,376604,RECIBO ENSOBRADO A5 FIJA,20/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,18,UND,C000000048,0.08265,1.4877,005-0751465,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - FIJA
 Comentarios - 1 : NR_C1220_MGF_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13
  2 : NR_C1220_MGF_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGF_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13 / 2 : NR_C1220_MGF_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,18,2,URBANO EXPRESS PERU SA,241762
99735,376604,RECIBO ENSOBRADO A5 FIJA,20/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,72,UND,C000000048,0.0175,1.26,005-0751465,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - FIJA
 Comentarios - 1 : NR_C1220_MGF_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13
  2 : NR_C1220_MGF_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGF_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13 / 2 : NR_C1220_MGF_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,18,2,URBANO EXPRESS PERU SA,241762
99735,376604,RECIBO ENSOBRADO A5 FIJA,20/12/2019,120404410000002,SERV. TRANSPROMO,18,UND,C000000048,0.0204,0.3672,005-0751465,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - FIJA
 Comentarios - 1 : NR_C1220_MGF_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13
  2 : NR_C1220_MGF_PROV_AFP_RESTANTES_TOTAL_5.afp - 5
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGF_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13 / 2 : NR_C1220_MGF_PROV_AFP_RESTANTES_TOTAL_5.afp - 5,18,2,URBANO EXPRESS PERU SA,241762
99736,376610,RECIBO AUTOSOBRE A5 MOVIL - NUEVO RECIBO,20/12/2019,60404430000029,RECIBO AUTOSOBRE A5 MOVIL - NUEVO RECIBO,3,UND,C000000048,0,0,005-0751466,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - AS MOVIL
 Comentarios - 1 : NR_C1220_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_1.afp - 1
  2 : NR_C1220_MGM_PROV_AFP_AUTOSOBRE_TOTAL_2.afp - 2
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_1.afp - 1 / 2 : NR_C1220_MGM_PROV_AFP_AUTOSOBRE_TOTAL_2.afp - 2,3,2,URBANO EXPRESS PERU SA,241765
99736,376610,RECIBO AUTOSOBRE A5 MOVIL - NUEVO RECIBO,20/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,3,UND,C000000048,0.0247,0.0741,005-0751466,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - AS MOVIL
 Comentarios - 1 : NR_C1220_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_1.afp - 1
  2 : NR_C1220_MGM_PROV_AFP_AUTOSOBRE_TOTAL_2.afp - 2
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_1.afp - 1 / 2 : NR_C1220_MGM_PROV_AFP_AUTOSOBRE_TOTAL_2.afp - 2,3,2,URBANO EXPRESS PERU SA,241765
99736,376610,RECIBO AUTOSOBRE A5 MOVIL - NUEVO RECIBO,20/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,6,UND,C000000048,0.0175,0.105,005-0751466,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - AS MOVIL
 Comentarios - 1 : NR_C1220_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_1.afp - 1
  2 : NR_C1220_MGM_PROV_AFP_AUTOSOBRE_TOTAL_2.afp - 2
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_1.afp - 1 / 2 : NR_C1220_MGM_PROV_AFP_AUTOSOBRE_TOTAL_2.afp - 2,3,2,URBANO EXPRESS PERU SA,241765
99736,376610,RECIBO AUTOSOBRE A5 MOVIL - NUEVO RECIBO,20/12/2019,120404407000001,SERV. AUTOENSOBRADO,3,UND,C000000048,0.04875,0.14625,005-0751466,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - AS MOVIL
 Comentarios - 1 : NR_C1220_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_1.afp - 1
  2 : NR_C1220_MGM_PROV_AFP_AUTOSOBRE_TOTAL_2.afp - 2
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : NR_C1220_MGM_LIMA_AFP_AUTOSOBRE_TOTAL_1.afp - 1 / 2 : NR_C1220_MGM_PROV_AFP_AUTOSOBRE_TOTAL_2.afp - 2,3,2,URBANO EXPRESS PERU SA,241765
99737,376611,HR TPI GSM,20/12/2019,60404430000016,HR TPI GSM,2,UND,C000000048,0,0,005-0751467,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - TPI + CD
 Comentarios - 1 : C1220_CORP_AFP_LIMA_TOTAL_2.afp - 2
 PAQ - 01
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : C1220_CORP_AFP_LIMA_TOTAL_2.afp - 2,3,1,URBANO EXPRESS PERU SA,241777
99737,376611,HR TPI GSM,20/12/2019,120404402000015,PREFORMA CLARO TPI PLANO,12,UND,C000000048,0.03744,0.44928,005-0751467,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - TPI + CD
 Comentarios - 1 : C1220_CORP_AFP_LIMA_TOTAL_2.afp - 2
 PAQ - 01
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : C1220_CORP_AFP_LIMA_TOTAL_2.afp - 2,3,1,URBANO EXPRESS PERU SA,241777
99737,376611,HR TPI GSM,20/12/2019,120404403000003,SOBRE CLARO 11 x 22.5 CM,2,UND,C000000048,0.06975,0.1395,005-0751467,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - TPI + CD
 Comentarios - 1 : C1220_CORP_AFP_LIMA_TOTAL_2.afp - 2
 PAQ - 01
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : C1220_CORP_AFP_LIMA_TOTAL_2.afp - 2,3,1,URBANO EXPRESS PERU SA,241777
99737,376611,HR TPI GSM,20/12/2019,120404406000002,SERV. IMPRESION VARIABLE A4,24,UND,C000000048,0.0425,1.02,005-0751467,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - TPI + CD
 Comentarios - 1 : C1220_CORP_AFP_LIMA_TOTAL_2.afp - 2
 PAQ - 01
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : C1220_CORP_AFP_LIMA_TOTAL_2.afp - 2,3,1,URBANO EXPRESS PERU SA,241777
99737,376611,HR TPI GSM,20/12/2019,120404407000003,SERV. ENSOBRADO MANUAL,2,UND,C000000048,0.0612,0.1224,005-0751467,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 20.12.2019_62 - TPI + CD
 Comentarios - 1 : C1220_CORP_AFP_LIMA_TOTAL_2.afp - 2
 PAQ - 01
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 20/12/2019",5,1 : C1220_CORP_AFP_LIMA_TOTAL_2.afp - 2,3,1,URBANO EXPRESS PERU SA,241777
99740,376612,RECIBO ENSOBRADO A5 FIJA,26/12/2019,60404430000018,RECIBO ENSOBRADO A5 FIJA,2,UND,C000000048,0,0,005-0751470,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 26.12.2019 - FIJA
 Comentarios - 1 : NR_C1226_MGF_LIMA_AFP_RESTANTES_TOTAL_1.afp - 1
  2 : NR_C1226_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 26/12/2019",5,1 : NR_C1226_MGF_LIMA_AFP_RESTANTES_TOTAL_1.afp - 1 / 2 : NR_C1226_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1,2,2,URBANO EXPRESS PERU SA,241762
99740,376612,RECIBO ENSOBRADO A5 FIJA,26/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,4,UND,C000000048,0.0247,0.0988,005-0751470,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 26.12.2019 - FIJA
 Comentarios - 1 : NR_C1226_MGF_LIMA_AFP_RESTANTES_TOTAL_1.afp - 1
  2 : NR_C1226_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 26/12/2019",5,1 : NR_C1226_MGF_LIMA_AFP_RESTANTES_TOTAL_1.afp - 1 / 2 : NR_C1226_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1,2,2,URBANO EXPRESS PERU SA,241762
99740,376612,RECIBO ENSOBRADO A5 FIJA,26/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,2,UND,C000000048,0.08265,0.1653,005-0751470,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 26.12.2019 - FIJA
 Comentarios - 1 : NR_C1226_MGF_LIMA_AFP_RESTANTES_TOTAL_1.afp - 1
  2 : NR_C1226_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 26/12/2019",5,1 : NR_C1226_MGF_LIMA_AFP_RESTANTES_TOTAL_1.afp - 1 / 2 : NR_C1226_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1,2,2,URBANO EXPRESS PERU SA,241762
99740,376612,RECIBO ENSOBRADO A5 FIJA,26/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,8,UND,C000000048,0.0175,0.14,005-0751470,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 26.12.2019 - FIJA
 Comentarios - 1 : NR_C1226_MGF_LIMA_AFP_RESTANTES_TOTAL_1.afp - 1
  2 : NR_C1226_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 26/12/2019",5,1 : NR_C1226_MGF_LIMA_AFP_RESTANTES_TOTAL_1.afp - 1 / 2 : NR_C1226_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1,2,2,URBANO EXPRESS PERU SA,241762
99740,376612,RECIBO ENSOBRADO A5 FIJA,26/12/2019,120404410000002,SERV. TRANSPROMO,2,UND,C000000048,0.0204,0.0408,005-0751470,03/01/2020,"Descripción - Impresión: Ajustes+Roaming Ciclo 26.12.2019 - FIJA
 Comentarios - 1 : NR_C1226_MGF_LIMA_AFP_RESTANTES_TOTAL_1.afp - 1
  2 : NR_C1226_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1
 PAQ - 02
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 26/12/2019",5,1 : NR_C1226_MGF_LIMA_AFP_RESTANTES_TOTAL_1.afp - 1 / 2 : NR_C1226_MGF_PROV_AFP_RESTANTES_TOTAL_1.afp - 1,2,2,URBANO EXPRESS PERU SA,241762
99718,376613,RECIBO ENSOBRADO A5 MOVIL,22/12/2019,60404430000003,RECIBO ENSOBRADO A5 MOVIL,19,UND,C000000048,0,0,005-0751448,02/01/2020,"Descripción - IMPRESIÓN: Ajustes+Roaming Ciclo 22.12.2019_31 - MOVIL
 Comentarios - 1 : NR_C1222_MGM_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13
  2 : NR_C1222_MGM_PROV_AFP_RESTANTES_TOTAL_6.afp - 6
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 0
 FechaCorte - 22/12/2019",5,1 : NR_C1222_MGM_LIMA_AFP_RESTANTES_TOTAL_13.afp - 13 / 2 : NR_C1222_MGM_PROV_AFP_RESTANTES_TOTAL_6.afp - 6,19,2,COURIER S.MARTIN DE PORRES S.A,241759
